Entry,OR_num,Labcode,Labcode_cmt,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context,Context2,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,seed_association,seed_cmt,Reference,Remark,dist_to_coast
677,OR661,PLD-7794,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 4호 주거지,노지 바닥면,charcoal,,-25.75,,5758,24,Summer_2016,IC,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
678,OR662,PLD-7795,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 5호 주거지,노지 바닥면,charcoal,,-24.76,,5770,24,Summer_2016,IC,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
679,OR663,PLD-7796,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 6호 주거지,,charcoal,,-24.69,,5841,27,Summer_2016,IC,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
680,OR664,PLD-7797,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 2호 주거지,노지,charcoal,,-28.12,,6599,26,Summer_2016,IC or MC,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
681,OR665,PLD-7798,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,북쪽 구릉 점토층 상면,,charcoal,,-27.38,,5837,26,Summer_2016,,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
682,OR666,PLD-7799,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,3호 주거지 서쪽 하부 문화층,,charred material (pottery),,-26.03,,6151,26,Summer_2016,,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
683,OR667,PLD-10571,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,outdoor hearth,신석기 1호 야외노지,,charcoal,,-26.92,,4767,27,Summer_2016,MC,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
684,OR668,PLD-10572,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,outdoor hearth,신석기 2호 야외노지,,charcoal,,-23,,5337,27,Summer_2016,IC or MC?,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
685,OR669,PLD-10573,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 황갈색 점토층,,charcoal,,-26.34,,6727,32,Summer_2016,,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
686,OR670,PLD-10574,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 황갈색 점토층,tr2 북측 80cm 지점,charcoal,,-26.4,,46877,523,Summer_2016,,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
687,OR671,PLD-10575,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 황갈색 점토층 상면,,charcoal,,-26.98,,6718,30,Summer_2016,,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
688,OR672,PLD-10576,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 1호 주거지,노지상면,charcoal,,-25.6,,6749,30,Summer_2016,MC,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
689,OR673,PLD-10577,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 흑갈색 사질토층,,charcoal,,-24.35,,6004,28,Summer_2016,,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
690,OR674,PLD-10653,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 황갈색 점토층,상면,charred material (pottery),,-26.06,,7056,32,Summer_2016,,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
691,OR675,PLD-10654,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 황갈색 점토층,상면,charred material (pottery),,-24.16,,6934,31,Summer_2016,,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
692,OR676,OWd091026,,청계리,,,Cheonggyeri,,2,동탄신도시 청계지구 임의위치사용,37.19861,127.101035,HK,,,경기,화성,,house,신석기 1호 주거지,,charcoal,,-23.6,,4190,50,Summer_2016,,,,,"화성 청계리 유적 Ⅷ -종합고찰·부록-, 한백문화재연구원 2013",,22949.3140625999
693,OR677,SNU03-125,,용암리,,,Yongamri,,1,,38.09356,127.698218,HK,,,강원,화천,,outdoor hearth,신석기 야외노지 1,,charcoal,,-24.2,,3820,60,Summer_2016,,,,,"용암리 유적 II, 강원문화재연구소 2005",,25055.6553052999
694,OR678,Beta-213101,,대천동,,,Daecheonri,,1,,35.81868,128.518643,HK,,,경북,대구,,house,신석기? 주거지 1,,charcoal,,-23.6,,4370,40,Summer_2016,,,,,"대구 대천동 현대 홈타운 신설부지 내 발굴조사보고서, 경주대학교박물관 2007",,67095.1548934
695,OR679,Beta-125031,,상서동,,,Sangseodong,,1,,36.42821,127.420099,HK,,,충남,대전,,aboveground feature,고상구조물 주공1,,charcoal,,,,4570,40,Summer_2016,,,,,"대전 상서동 유적, 충남대학교박물관 2006",,68454.2570311
696,OR680,Beta-125032,,상서동,,,Sangseodong,,1,,36.42821,127.420099,HK,,,충남,대전,,aboveground feature,고상구조물 주공2,,charcoal,,,,4570,40,Summer_2016,,,,,"대전 상서동 유적, 충남대학교박물관 2006",,68454.2570311
697,OR681,SNU10-725,,매촌리,,,Maechonri,,1,,35.41716,127.854497,HK,,,경남,산천,,outdoor hearth,산청 금서 제2지구 야외노지,,charcoal,,-16.12,,3830,50,Summer_2016,,,,,"산청 매촌리 유적, 우리문화재연구원 2011",,37409.8524832999
698,OR682,SNU05-200,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04 삼목 학술발굴-1,house,9호 주거지 3층,,charcoal,,-25.28,,4480,50,Summer_2016,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",,1127.22488088999
699,OR683,SNU05-202,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04 삼목 학술발굴-3,house,9호 주거지 3층,,charcoal,,-26.18,,4460,40,Summer_2016,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",,1127.22488088999
700,OR684,SNU05-203,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04 삼목 학술발굴-4,house,9호 주거지 4층,,charcoal,,-27.52,,4740,60,Summer_2016,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",,1127.22488088999
701,OR685,SNU09-R013,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,1호 야외노지 (2-1지역),,charcoal,,-24.76,,3620,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
702,OR686,SNU09-012,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,2호 야외노지,,charcoal,,-21.5,,3940,80,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
703,OR687,SNU09-R017,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,3호 야외노지,,charcoal,,-23.65,,4220,60,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
704,OR688,SNU08-774,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,2지역 동쪽능선 1호 신석기 주거지,,charcoal,,-39.5,,3730,80,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
705,OR689,SNU09-R014,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,2호 신석기 주거지,,charcoal,,-24.43,,3650,60,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
706,OR690,SNU09-R015,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,2호 신석기 주거지 주혈내부,,charcoal,,-21.64,,3670,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
707,OR691,SNU09-R016,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,etc,3호 신석기 문화재,,charcoal,,-27.92,,4260,60,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
708,OR692,SNU09-013,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,6호 야외노지,,charcoal,,-20.63,,3820,60,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
709,OR693,SNU09-014,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7호 야외노지,,charcoal,,-21.5,,3430,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
710,OR694,SNU09-015,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,8호 야외노지,,charcoal,,-35.99,,4220,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
711,OR695,SNU09-016,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,9호 야외노지,,charcoal,,-32.57,,3390,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
712,OR696,SNU09-017,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,10호 야외노지,,charcoal,,-32.57,,3560,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
713,OR697,SNU09-R018,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,1호 야외노지 (4-3지역),,charcoal,,-21.04,,3290,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
714,OR698,OWd090957,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,hearth,2-3지역 2호 노지,,charcoal,,-21.9,,3390,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
715,OR699,OWd090958,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,pit,2-3지역 신석기시대 구,,charcoal,,-27.8,,2110,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
716,OR700,OWd090959,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,2-2지역 7호 야외노지,,charcoal,,-25.9,,3360,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
717,OR701,OWd090960,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,2-2지역 6호 야외노지,,charcoal,,-27.1,,3370,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
718,OR702,OWd090961,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,2-2지역 1호 청동기시대 주거지,,charcoal,,-26.1,,4400,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",not a neolithic feature,904.284261906999
719,OR703,OWd090964,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,7지역 1호 신석기 주거지,,charcoal,,-26.8,,3690,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
720,OR704,OWd090965,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7지역 8호 야외노지,,charcoal,,-26.6,,3720,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
721,OR705,OWd090966,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7지역 14호야외노지,,charcoal,,-26.7,,3300,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
722,OR706,OWd090967,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,8-1지역 2호야외노지,,charcoal,,-24.1,,3760,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
723,OR707,OWd091140,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,7지역 1호신석기 주거지,,charcoal,,-22.8,,3710,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
724,OR708,OWd091141,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,7지역 3호 주거지,,charcoal,,-24.9,,1690,40,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
725,OR709,OWd091142,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7지역 9호 야외노지,,charcoal,,-24,,3300,40,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
726,OR710,OWd091143,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7지역 14호야외노지,,charcoal,,-24.9,,3860,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
727,OR711,OWd091146,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,8-1지역 3호 야외노지,,charcoal,,-25.6,,4740,50,Summer_2016,,,,,"인천 중산동유적, 중앙문화재연구원 2011",,904.284261906999
728,OR712,SNU10-R033,,왕정리,,,Wangjeongri,,1,,36.82845,126.453219,HK,,,충남,서산,,house,신석기 시대 1호 주거지,,charcoal,,-31.45,,4520,60,Summer_2016,,,,,"서산 왕정리유적, 중앙문화재연구원 2012",,7581.49276963
729,OR713,SNU07-135,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기 시대 2호 주거지,,charcoal,,-27.35,,4380,60,Summer_2016,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",,521.002197564999
730,OR714,SNU07-136,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기 시대 3호 주거지,,charcoal,,-30.7,,4210,60,Summer_2016,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",,521.002197564999
731,OR715,SNU07-137,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기 시대 4호 주거지,,charcoal,,-27.61,,4290,60,Summer_2016,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",,521.002197564999
732,OR716,PLD-7636,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기시대 1호 주거지,바닥,charcoal,,-29.29,,4240,30,Summer_2016,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",,521.002197564999
733,OR717,PLD-7638,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기시대 2호 주거지,바닥,charcoal,,-26.34,,4285,25,Summer_2016,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",,521.002197564999
734,OR718,PLD-7639,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기시대 3호 주거지,바닥,charcoal,,-27.89,,4260,25,Summer_2016,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",,521.002197564999
735,OR719,PLD-7640,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기시대 4호 주거지,바닥,charcoal,,-26.52,,4230,30,Summer_2016,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",,521.002197564999
736,OR720,PLD-24320,,신용리 갓점,,,Shinyongri-Gatjeom,,1,,36.005359,127.054481,HK,,,전북,익산,,house,신석기1호주거지,둑을기준으로오른쪽 주거지중앙노지부근,charcoal,,-28.21,,4475,20,Summer_2016,,,,,"익산 신용리 갓점 유적, 마한 백제 문화재연구소 2014",,23019.5795962999
737,OR721,PLD-24321,,신용리 갓점,,,Shinyongri-Gatjeom,,1,,36.005359,127.054481,HK,,,전북,익산,,house,신석기1호주거지,둑을기준으로 출입구의왼쪽에서벽면과출입구의경계면바닥면,charcoal,,-30.36,,4395,20,Summer_2016,,,,,"익산 신용리 갓점 유적, 마한 백제 문화재연구소 2014",,23019.5795962999
738,OR722,SNU11-441,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,house,신석기 주거지,,charcoal,,-12.2,,3010,40,Summer_2016,,,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",,6684.13370983
746,OR730,SNU12-139,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 8호,,charcoal,,-22.69,,3820,40,Summer_2016,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",,91.5028851059999
747,OR731,SNU12-140,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 13호,,charcoal,,-23.67,,3730,40,Summer_2016,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",,91.5028851059999
748,OR732,SNU12-141,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 27호,,charcoal,,-24.95,,2850,40,Summer_2016,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",,91.5028851059999
749,OR733,SNU12-142,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 41호,,charcoal,,-25.7,,4060,50,Summer_2016,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",,91.5028851059999
750,OR734,SNU12-143,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 45호,,charcoal,,-26.41,,3100,40,Summer_2016,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",,91.5028851059999
751,OR735,SNU12-144,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 54호,,charcoal,,-23.11,,5290,50,Summer_2016,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",,91.5028851059999
752,OR736,SNU12-145,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 62호,,charcoal,,-31.04,,5470,50,Summer_2016,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",,91.5028851059999
753,OR737,SNU12-146,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 87호,,charcoal,,-25.94,,3000,40,Summer_2016,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",,91.5028851059999
