Entry,Labcode,Labcode_cmt,Labcode_cmt2,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context,Context2,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,seed_association,seed_cmt,coast_manual,Reference,Remark
828,SNU12-R010,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,,,,house,3호주거지,,charcoal,,-17.83,,4450,40,Apr_2017 (Lee's entry),MC,,FM G FM I,,,Cho et al. 2014,
829,SNU12-R006,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,,,,outdoor hearth,"문암006, 8호야외노지",,charcoal,,-19.29,,4460,50,Apr_2017 (Lee's entry),MC,,,,,National Research Institute of Cultural Heritage 2014. Munam-ri at Goseong. Vol.2 Analysis.,
842,Beta-219086,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Layer 45 Pit II,,wood,wooden dugout boat,-26.6,,6710,50,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,,T,국립김해박물관 2008,1차보고서
843,Beta-219089,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 5 ,,charcoal (annual),Juglans shell (wild walnut),-26.1,,6490,50,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,,T,국립김해박물관 2008,1차보고서
844,Beta-219088,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 3 (Layer 34),,charcoal,,-30.4,,5970,40,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,,T,국립김해박물관 2008,1차보고서
845,Beta-219091,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 1 (Layer 25-1),,shell,,-8.3,,5230,40,Jul 2020 (Kim),EC,"Early 전기전반(압인문, 단선문, 구순각목문)",,,T,국립김해박물관 2008,1차보고서
846,Beta-219090,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,pit,Storage pit 1 (Layer 19 Pit V),,charcoal (annual),Quercus (acorn) shell,-26.7,,4500,50,Jul 2020 (Kim),EC,Early 전기후반 (압인문단선문),,,T,국립김해박물관 2008,1차보고서
847,Beta-219087,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,outdoor hearth,Outdoor hearth 2 (Layer 17 Pit IV),,charcoal,,-25.5,,3450,40,Jul 2020 (Kim),MC_or_LC,"later than Middle 중기이후 (태선침선문, 이중구연토기)",,,T,국립김해박물관 2008,1차보고서
848,GX-0378,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,E지표하 163cm,,charcoal,,,,5890,140,Apr_2017 (Lee's entry),EC,,,,,"Kang, Choo and Na 1993, Sample 1974 : 102",
849,GX-0379,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,C지표하 125cm,,charcoal,,,,4945,130,Apr_2017 (Lee's entry),EC_or_MC,Early/Middle,,,,Sample 1974 : 102,
850,N-1213,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,,,,charcoal,,,,4880,160,Apr_2017 (Lee's entry),EC_or_MC,Early/Middle,,,,"Kang, Choo and Na 1993",
852,AERIK-23,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,Ⅲ지표하 140cm,,charcoal,,,,4020,100,Apr_2017 (Lee's entry),LC,수가리 2식토기단계,,,,"Kang, Choo and Na 1993",
853,AERIK-24,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,Ⅲ지표하 140cm,,charcoal,,,,3980,100,Apr_2017 (Lee's entry),LC,수가리 2식토기단계,,,,"Kang, Choo and Na 1993",
854,AERIK-25,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,Ⅲ지표하 160cm,,charcoal,,,,3930,100,Apr_2017 (Lee's entry),LC,수가리 2식토기단계,,,,"Kang, Choo and Na 1993",
855,AERIK-26,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,Ⅲ지표하 170cm,,charcoal,,,,3880,100,Apr_2017 (Lee's entry),LC,수가리 2식토기단계,,,,"Kang, Choo and Na 1993",
856,AERIK-27,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,Ⅲ지표하 150cm,,charcoal,,,,4440,90,Apr_2017 (Lee's entry),MC,,,,,"Kang, Choo and Na 1993",
857,AERIK-22,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,Ⅱ지표하 140cm,,charcoal,,,,4170,100,Apr_2017 (Lee's entry),LC,"수가리 2식토기와 봉계리식 토기 단계, 동삼동 3층?",,,,"Kang, Choo and Na 1993",
858,-,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,,,,charcoal,,,,4110,150,Apr_2017 (Lee's entry),EC,,,,,"Kang, Choo and Na 1993",
861,GX-0492,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,B지표하 45cm,,charcoal,,,,3400,220,Apr_2017 (Lee's entry),FC,,,,,"Kang, Choo and Na 1993; Sample 1974 : 102",
862,GX-0493,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,C지표하 130cm,,charcoal,,,,3400,120,Apr_2017 (Lee's entry),FC,Later; 말기율리식(이중구연)토기,,,,"Kang, Choo and Na 1993",std 125?
867,NUTA-1334,,,돌산 송도,,,Dolsan Songdo,,1,,34.61073,127.717777,HK,,,전남,,,house,house floor layer IIIc-C,,charcoal,,,,5280,170,Apr_2017 (Lee's entry),EC,"최하층IV -원시무문토기; III층-융기문토기, 압인문,주칠토기; 교란된 윗층(II, III)-침선문, 점열문, 익ㅇ구연",,,,"Kang, Choo and Na 1993; 국립광주박물관 1989 돌산 송도 I; 국립광주박물관 1990 돌산 송도 II",5440+-170 according to So's record
868,NUTA-1335,,,돌산 송도,,,Dolsan Songdo,,1,,34.61073,127.717777,HK,,,전남,,,pit,"Layer IV, Pit S5-E1",,charcoal,,,,5430,170,Apr_2017 (Lee's entry),IC,,,,,"Kang, Choo and Na 1993; 국립광주박물관 1989 돌산 송도 I; 국립광주박물관 1990 돌산 송도 II",
869,-,AERIK,,선유도,,,Seonyudo,,1,,35.80741,126.414521,HK,,,,,,,,,charcoal,,,,4810,40,Apr_2017 (Lee's entry),EC,,,,,"Kang, Choo and Na 1993",
883,SNU12-724,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,1호주거지 노지,,charcoal,,-25.68,,4640,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
884,SNU12-725,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,3호주거지바닥(6번주혈),,charcoal,,-27.4,,4620,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
885,SNU12-727,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,4호주거지바닥(목탄2),,charcoal,,-26.3,,4690,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
886,SNU12-728,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,4호주거지바닥(목탄5),,charcoal,,-27.31,,4590,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
887,SNU12-729,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,5호주거지내부,,charcoal,,-26.28,,4460,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
888,SNU12-730,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,6호주거지바닥(목탄1),,charcoal,,-28.44,,4370,60,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
889,SNU12-731,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,8호주거지바닥,,charcoal,,-27.24,,4630,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
890,SNU12-732,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,9호주거지바닥,,charcoal,,-25.76,,4650,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
891,SNU12-734,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,10호주거지 2차바닥,,charcoal,,-26.6,,4670,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
892,SNU12-735,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,11호주거지내부,,charcoal,,-27.55,,4520,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
893,SNU12-737,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,14호주거지 노지,,charcoal,,-26.16,,4060,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
894,SNU12-738,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,17호주거지 바닥(목탄5),,charcoal,,-28.26,,4350,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
895,SNU12-739,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,17호주거지 노지,,charcoal,,-27.98,,4390,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
896,SNU12-740,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,18호주거지 바닥(목탄1),,charcoal,,-25.97,,4420,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
897,SNU12-741,,,대부북동,,,Daebubukdong,,1,,37.24543,126.579872,HK,,,,,,house,18호주거지 바닥(목탄3),,charcoal,,-25.13,,4440,50,Apr_2017 (So),,,,,,한국문화유산연구원 2014:461-492.,
898,KSU-617,,,오이도북부패총군,,,Oedo North SM,,2,오이도안말패총위치 임의로 사용,37.347473,126.694168,HK,,,,,,,?,,charcoal,,-30.56,,3900,50,Apr_2017 (So),,,,,,강형태외 1993:41,
899,PLD-11555,,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,1호 주거지,,charcoal,,-29.5,,4160,25,Apr_2017 (So),,,,,,한강문화재연구원 2012:685-707,
900,PLD-11556,,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,10호 주거지,,charcoal,,-26.21,,4085,25,Apr_2017 (So),,,,,,한강문화재연구원 2012:685-707,
901,SNU08-192,,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,,,,house,2-1주거지,,charcoal,,-26.69,,4220,50,Apr_2017 (So),,,,,,고려문화재연구원 2009:174-187,
902,-,SNU02-462?,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,8-1지역 3호 야외노지,,charcoal,,,,3840,50,Apr_2017 (So),,,,,,"인천 중산동 유적, 중앙문화재연구원 2011",
903,SNU02-?,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,8-1지역 3호 야외노지,,charcoal,,,,3730,50,Apr_2017 (So),,,,,,"인천 중산동 유적, 중앙문화재연구원 2011",
904,-,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,8-1지역 3호 야외노지,,charcoal,,,,3350,40,Apr_2017 (So),,,,,,"인천 중산동 유적, 중앙문화재연구원 2011",
905,-,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,house,1지점 1호주거지,,charcoal,,,,4500,60,Apr_2017 (So),,,,,,한강문화재연구원 2012:426-455,
906,-,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,house,2지점 3호주거지,,charcoal,,,,4240,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:426-455,
907,-,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,outdoor hearth,2지점 19호야외노지,,charcoal,,,,3590,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:426-455,
908,-,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,outdoor hearth,2지점 24호야외노지,,charcoal,,,,3540,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:426-455,
909,-,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,outdoor hearth,2지점 28호야외노지,,charcoal,,,,3150,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:426-455,
910,-,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,outdoor hearth,2지점 47호야외노지,,charcoal,,,,3770,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:426-455,
911,SNU02-?,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,house,6지점 3호주거지,,charcoal,,,,4380,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:426-455,
912,-,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,house,6지점 7호주거지,,charcoal,,,,3480,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:426-455,
913,-,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,house,6지점 10호주거지,,charcoal,,,,4430,60,Apr_2017 (So),,,,,,한강문화재연구원 2012:426-455,
914,SNU04-789,,,용유도 을왕리 IIIA,,,Eulwangri IIIA,,3,을왕동 유적 위치사용,37.46216,126.393779,HK,,,,,,house,A-1호 주거지,,charcoal,,-26,,4510,90,Apr_2017 (So),,,,,,중앙문화재연구원 2006:235-238,
915,SNU04-790,,,용유도 을왕리 IIIA,,,Eulwangri IIIA,,3,을왕동 유적 위치사용,37.46216,126.393779,HK,,,,,,house,A-3호 주거지,,charcoal,,-26.6,,4220,70,Apr_2017 (So),,,,,,중앙문화재연구원 2006:235-238,
916,SNU10-550,,,구래리,,,Guryeri,,2,김포 양촌신도시 구래리내 임의좌표사용; 452 453과 같은 유적인지 추후확인필요,37.63985,126.627011,HK,,,경기,김포,,house,2-1(J) 9호 주거지,,charcoal,,-18.46,,4020,50,Apr_2017 (So),,,,,,고려문화재연구원 2013(본문):527-556,
917,KCL15-078,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,hearth,4호노지 1,,charcoal,,-37.48,,3910,60,Apr_2017 (So),,,,,,서경문화재연구원,
918,KCL15-080,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,hearth,4호노지 3,,charcoal,,-22.5,,3990,50,Apr_2017 (So),,,,,,서경문화재연구원,
919,kcl15-086,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,strat,4호패총 1,,charcoal,,-17.99,,3590,50,Apr_2017 (So),,,,,,서경문화재연구원,
920,KCL15-087,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,strat,4호패총 2,,charcoal,,-25.57,,3670,50,Apr_2017 (So),,,,,,서경문화재연구원,
921,KCL15-082,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,hearth,55호노지 2,,charcoal,,-22.54,,4180,50,Apr_2017 (So),,,,,,서경문화재연구원,
922,KCL15-079,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,hearth,56호노지 1,,charcoal,,-23.14,,4240,50,Apr_2017 (So),,,,,,서경문화재연구원,
923,KCL15-081,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,hearth,56호노지 2,,charcoal,,-23.9,,4200,50,Apr_2017 (So),,,,,,서경문화재연구원,
924,KCL15-083,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,hearth,59호 노지1,,charcoal,,-21.83,,4220,50,Apr_2017 (So),,,,,,서경문화재연구원,
925,KCL15-084,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,hearth,59호 노지2,,charcoal,,-22.09,,4240,50,Apr_2017 (So),,,,,,서경문화재연구원,
926,KCL15-085,,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,hearth,62호 노지,,charcoal,,-25.45,,3790,50,Apr_2017 (So),,,,,,서경문화재연구원,
927,-,,,초지리 별망패총,,,Byulmang,,2,별망성지위치 사용,37.29858,126.798597,HK,,,,,,outdoor hearth,야외노지 바닥,,charcoal,,,,10548,64,Jul 2020 (Kim),,,,,,김원룡 초지리 별망패총 발굴조사보고서 한국고고학보 7집 1979,
928,-,,,초지리 별망패총,,,Byulmang,,2,별망성지위치 사용,37.29858,126.798597,HK,,,,,,outdoor hearth,야외노지 바닥,,charcoal,,,,10440,95,Jul 2020 (Kim),,,,,,김원룡 초지리 별망패총 발굴조사보고서 한국고고학보 7집 1979,
929,GX-23266,,,조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,strat,신석기 유물포함층,,charcoal,,,,4580,175,Jul 2020 (Kim),,,,,,춘천 조동리 선사유적 I 충북대박물관 2001:457,
930,GX-22015,,,조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,strat,신석기 유물포함층,깊은 구덩의 층위단면,charcoal,,,,5295,545,Jul 2020 (Kim),,,,,,춘천 조동리 선사유적 I 충북대박물관 2001:457,
931,GX-27010-AMS,,,조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,strat,51호야외노지와 청동기층 사이,,charcoal,,-27.3,,5500,40,Jul 2020 (Kim),,,,,,춘천 조동리 선사유적 II 충북대박물관 2002:128-131,
932,GX-27011,,,조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,strat,51호야외노지와 청동기층 사이,,charcoal,,-25.4,,5150,270,Jul 2020 (Kim),,,,,,춘천 조동리 선사유적 II 충북대박물관 2002:128-131,
933,GX-27008-AMS,,,조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,outdoor hearth,51호야외노지,,charcoal,,-25.2,,6200,40,Jul 2020 (Kim),,,,,,춘천 조동리 선사유적 II 충북대박물관 2002:128-131,
934,GX-27009-AMS,,,조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,outdoor hearth,51호야외노지,,charcoal,,-27.4,,6140,40,Jul 2020 (Kim),,,,,,춘천 조동리 선사유적 II 충북대박물관 2002:128-131,
935,KR06-100,,,장재리 안강골,,,Anganggol-Jangjaeri,,1,,36.791014,127.094497,HK,,,충남,아산,,house,신석기 4호 주거지,,charcoal,,-25.1,,4500,80,Jul 2020 (Kim),MC,,FM G BM G,:millets are mot foumd im the same feature but amother Neolithic fea (아산 장항선 3공구 신석기 1호 유구(중기 ) need to check report whether these two featurea are indded the same feature,,충청문화재연구원 2008:351-360,
936,SNU08-452,,,아산 백암리 점배골,,,Baekamri Jumbaegol,,1,,36.80364,127.041939,HK,,,충남,아산,,house,KC-002 주거지,,charcoal,,-25.28,,4470,60,Apr_2017 (So),,,,,,한국고고환경연구소 2010:64-68,
937,SNU08-453,,,아산 백암리 점배골,,,Baekamri Jumbaegol,,1,,36.80364,127.041939,HK,,,충남,아산,,house,KC-003주거지,,charcoal,,-25.95,,4610,80,Apr_2017 (So),,,,,,한국고고환경연구소 2010:64-68,
938,SNU06-623,,,음성 금석리,,,Geumsukri,,2,음성 금석택지개발사업부지 위치사용,36.9913,127.603906,HK,,,,,,house,주거지 내곽,,charcoal,,-30.34,,4510,50,Apr_2017 (So),,,,,,중원문화재연구원 2008:73-78.,
939,SNU06-624,,,음성 금석리,,,Geumsukri,,2,음성 금석택지개발사업부지 위치사용,36.9913,127.603906,HK,,,,,,house,주거지 외곽,,charcoal,,-27.31,,4300,60,Apr_2017 (So),,,,,,중원문화재연구원 2008:73-78.,
940,SNU06-521,,,대천리,,,Daecehonri,,1,,36.2864,127.57116,HK,,,충북,옥천,,house,dwelling (residential) area,probably house 2,charcoal (annual),barley,,,4380,60,Apr_2017 (So),MC,,FM G,,,한창균외 2014:48,
942,-,대덕5,,관평동,,,Gwanpyeongdong,,1,"관평동 태크노밸리 (청동기유적)의 좌표를 사용하였으나, 정확한 신석기 유구의 위치는 추가확인필요",36.419974,127.381367,HK,,,충남,대전,,house,2지구 1호주거지,,charcoal,,,,4490,70,Jul 2020 (Kim),,,,,,중앙문화재연구원 2002:316-322,
943,OWd080217,,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,house,주거지,,charcoal,,-26.2,,4500,50,Apr_2017 (So),,,,,,충청남도역사문화연구원 2009:329-342,
944,OWd080218,,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,house,주거지,,charcoal,,-27,,4480,50,Apr_2017 (So),,,,,,충청남도역사문화연구원 2009:329-342,
945,OWd080219,,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,house,주거지,,charcoal,,-25.3,,4510,50,Apr_2017 (So),,,,,,충청남도역사문화연구원 2009:329-342,
946,OWd080220,,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,house,주거지,,charcoal,,-25.4,,4530,50,Apr_2017 (So),,,,,,충청남도역사문화연구원 2009:329-342,
