Entry,OR_num,Labcode,Labcode_cmt,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context name,Context,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,Reference,Remark
715,OR699,OWd090958,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2-3지역 신석기시대 구,,charcoal?,,-27.8,,2110,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
716,OR700,OWd090959,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2-2지역 7호 야외노지,,charcoal?,,-25.9,,3360,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
717,OR701,OWd090960,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2-2지역 6호 야외노지,,charcoal?,,-27.1,,3370,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
718,OR702,OWd090961,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2-2지역 1호 청동기시대 주거지,,charcoal?,,-26.1,,4400,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
719,OR703,OWd090964,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,7지역 1호 신석기 주거지,,charcoal?,,-26.8,,3690,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
720,OR704,OWd090965,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,7지역 8호 야외노지,,charcoal?,,-26.6,,3720,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
721,OR705,OWd090966,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,7지역 14호야외노지,,charcoal?,,-26.7,,3300,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
722,OR706,OWd090967,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,8-1지역 2호야외노지,,charcoal?,,-24.1,,3760,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
723,OR707,OWd091140,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,7지역 1호신석기 주거지,,charcoal?,,-22.8,,3710,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
724,OR708,OWd091141,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,7지역 3호 주거지,,charcoal?,,-24.9,,1690,40,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
725,OR709,OWd091142,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,7지역 9호 야외노지,,charcoal?,,-24,,3300,40,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
726,OR710,OWd091143,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,7지역 14호야외노지,,charcoal?,,-24.9,,3860,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
727,OR711,OWd091146,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,8-1지역 3호 야외노지,,charcoal?,,-25.6,,4740,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
728,OR712,SNU10-R033,,왕정리,,,Wangjeongri,,1,,36.82845,126.453219,HK,,,충남,서산,,,신석기 시대 1호 주거지,,charcoal,,-31.45,,4520,60,Summer_2016,,,"서산 왕정리유적, 중앙문화재연구원 2012",
729,OR713,SNU07-135,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,,신석기 시대 2호 주거지,,charcoal,,-27.35,,4380,60,Summer_2016,,,"고성 철통리 유적, 예맥문화재연구원 2009",
730,OR714,SNU07-136,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,,신석기 시대 3호 주거지,,charcoal,,-30.7,,4210,60,Summer_2016,,,"고성 철통리 유적, 예맥문화재연구원 2009",
731,OR715,SNU07-137,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,,신석기 시대 4호 주거지,,charcoal,,-27.61,,4290,60,Summer_2016,,,"고성 철통리 유적, 예맥문화재연구원 2009",
732,OR716,PLD-7636,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,바닥,신석기시대 1호 주거지,,charcoal,,-29.29,,4240,30,Summer_2016,,,"고성 철통리 유적, 예맥문화재연구원 2009",
733,OR717,PLD-7638,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,바닥,신석기시대 2호 주거지,,charcoal,,-26.34,,4285,25,Summer_2016,,,"고성 철통리 유적, 예맥문화재연구원 2009",
734,OR718,PLD-7639,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,바닥,신석기시대 3호 주거지,,charcoal,,-27.89,,4260,25,Summer_2016,,,"고성 철통리 유적, 예맥문화재연구원 2009",
735,OR719,PLD-7640,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,바닥,신석기시대 4호 주거지,,charcoal,,-26.52,,4230,30,Summer_2016,,,"고성 철통리 유적, 예맥문화재연구원 2009",
736,OR720,PLD-24320,,신용리 갓점,,,Shinyongri-Gatjeom,,2,"신용리 산433-3위치 확인 불가, 산 43-1 위치 임의 사용",36.02045,127.066319,HK,,,전북,익산,,둑을기준으로오른쪽 주거지중앙노지부근,신석기1호주거지,,charcoal,,-28.21,,4475,20,Summer_2016,,,"익산 신용리 갓점 유적, 마한 백제 문화재연구소 2014",
737,OR721,PLD-24321,,신용리 갓점,,,Shinyongri-Gatjeom,,2,"신용리 산433-3위치 확인 불가, 산 43-1 위치 임의 사용",36.02045,127.066319,HK,,,전북,익산,,둑을기준으로 출입구의왼쪽에서벽면과출입구의경계면바닥면,신석기1호주거지,,charcoal,,-30.36,,4395,20,Summer_2016,,,"익산 신용리 갓점 유적, 마한 백제 문화재연구소 2014",
738,OR722,SNU11-441,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,,신석기 주거지,,charcoal,,-12.2,,3010,40,Summer_2016,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",
739,OR723,SNU11-438,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,,1구역 청 1호 주거지-1 남벽2,,charcoal,,-24.67,,2880,50,Summer_2016,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",
740,OR724,SNU11-439,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,,1구역 청 1호 주거지-2 남벽3,,charcoal,,-22.67,,2910,40,Summer_2016,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",
741,OR725,SNU11-440,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,,1구역 청3호 주거지,,charcoal,,-35.01,,2820,50,Summer_2016,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",
742,OR726,SNU11-442,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,,2구역 청 1호 주거지 남쪽바닥,,charcoal,,-28.38,,2920,50,Summer_2016,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",
743,OR727,SNU11-443,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,,2구역 청 2호 주거지 수혈1 내부,,charcoal,,-25.36,,2800,60,Summer_2016,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",
744,OR728,SNU11-444,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,,2구역 청2호 주거지,,charcoal,,-10.16,,2940,40,Summer_2016,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",
745,OR729,SNU11-445,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,,2구역 2호 주거지 남쪽바닥,,charcoal,,-16.85,,2920,40,Summer_2016,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",
746,OR730,SNU12-139,,가덕도 장항,,,Janghang-Gadeokdo,,2,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05364,128.802635,HK,,,경남,부산,,,집석유구 8호,,charcoal,,-22.69,,3820,40,Summer_2016,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
747,OR731,SNU12-140,,가덕도 장항,,,Janghang-Gadeokdo,,2,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05364,128.802635,HK,,,경남,부산,,,집석유구 13호,,charcoal,,-23.67,,3730,40,Summer_2016,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
748,OR732,SNU12-141,,가덕도 장항,,,Janghang-Gadeokdo,,2,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05364,128.802635,HK,,,경남,부산,,,집석유구 27호,,charcoal,,-24.95,,2850,40,Summer_2016,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
749,OR733,SNU12-142,,가덕도 장항,,,Janghang-Gadeokdo,,2,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05364,128.802635,HK,,,경남,부산,,,집석유구 41호,,charcoal,,-25.7,,4060,50,Summer_2016,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
750,OR734,SNU12-143,,가덕도 장항,,,Janghang-Gadeokdo,,2,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05364,128.802635,HK,,,경남,부산,,,집석유구 45호,,charcoal,,-26.41,,3100,40,Summer_2016,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
751,OR735,SNU12-144,,가덕도 장항,,,Janghang-Gadeokdo,,2,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05364,128.802635,HK,,,경남,부산,,,집석유구 54호,,charcoal,,-23.11,,5290,50,Summer_2016,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
752,OR736,SNU12-145,,가덕도 장항,,,Janghang-Gadeokdo,,2,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05364,128.802635,HK,,,경남,부산,,,집석유구 62호,,charcoal,,-31.04,,5470,50,Summer_2016,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
753,OR737,SNU12-146,,가덕도 장항,,,Janghang-Gadeokdo,,2,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05364,128.802635,HK,,,경남,부산,,,집석유구 87호,,charcoal,,-25.94,,3000,40,Summer_2016,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
754,OR738,PLD-20654,,처용리 21번지,,,Cheoyongri 21,,1,,35.46517,129.343093,HK,,,경남,울산,,,II구역 수혈1호,,charcoal,,-28.13,,3985,25,Summer_2016,,,"울산 온산-두왕간 국도건설사업부지 내 울산 처용리 21번지 유적, 우리문화재연구원 2012",
755,OR739,PLD-20655,,처용리 21번지,,,Cheoyongri 21,,1,,35.46517,129.343093,HK,,,경남,울산,,,I구역 수혈 5호,,charcoal,,-27.46,,4390,25,Summer_2016,,,"울산 온산-두왕간 국도건설사업부지 내 울산 처용리 21번지 유적, 우리문화재연구원 2012",
756,OR740,PLD-17371,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,,3호 야외노지,,charcoal,,-25.05,,3790,25,Summer_2016,,,"강릉 안현동유적, 예맥문화재연구원 2011",
757,OR741,PLD-17372,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,,5호 야외노지,,charcoal,,-27.33,,4150,25,Summer_2016,,,"강릉 안현동유적, 예맥문화재연구원 2011",
758,OR742,PLD-17373,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,,8호 야외노지,,charcoal,,-26.12,,3540,25,Summer_2016,,,"강릉 안현동유적, 예맥문화재연구원 2011",
759,OR743,PLD-17374,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,,17호 야외노지,,charcoal,,-27.6,,3715,25,Summer_2016,,,"강릉 안현동유적, 예맥문화재연구원 2011",
760,OR744,PLD-17375,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,,21호 야외노지,,charcoal,,-26.02,,3485,20,Summer_2016,,,"강릉 안현동유적, 예맥문화재연구원 2011",
761,OR745,PLD-17376,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,,29호 야외노지,,charcoal,,-26.12,,3855,25,Summer_2016,,,"강릉 안현동유적, 예맥문화재연구원 2011",
762,OR746,PLD-17377,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,,34호 야외노지,,charcoal,,-26.67,,3270,20,Summer_2016,,,"강릉 안현동유적, 예맥문화재연구원 2011",
763,OR747,PLD-17378,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,,50호 야외노지,,charcoal,,-23.44,,3425,20,Summer_2016,,,"강릉 안현동유적, 예맥문화재연구원 2011",
764,OR748,PLD-17379,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,,53호 야외노지,,charcoal,,-27.12,,3475,20,Summer_2016,,,"강릉 안현동유적, 예맥문화재연구원 2011",
765,OR749,OWd090223,,성산리,,,Seongsanri,,3,정확한 위치 확인불가,37.77086,127.949043,HK,,,강원,홍천,,,신석기 1호 주거지,,charcoal,,-23.3,,4380,40,Summer_2016,,,"홍천 성산리유적 춘천-동홍천간 고속도로 건설공사 문화유적(성산리)발굴조사, 강원문화재연구소 2012",
766,OR750,OWd090224,,성산리,,,Seongsanri,,3,정확한 위치 확인불가,37.77086,127.949043,HK,,,강원,홍천,,,신석기 1호 주거지,,charcoal,,-27.2,,4480,40,Summer_2016,,,"홍천 성산리유적 춘천-동홍천간 고속도로 건설공사 문화유적(성산리)발굴조사, 강원문화재연구소 2012",
767,OR751,KR10-133,,횡산리적석총,,,Hweongsanri Jeokseongchong,,1,,38.11612,126.987779,HK,,,경기,연천,,,나구역 야외노지 (상면),,soil,,-40.28,,5300,70,Summer_2016,,,"연천 횡산리 적석총, 국방문화재연구원 2012",
769,OR752,KCP-135,,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,,,,,74-1호 주거지,,,,,,4660,70,Apr_2017 (So),EC,,국립중앙박물관 1994:226~228.,
770,OR753,,,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,,,,,75-10호 주거지 (1974?),,,,,,4160,200,Apr_2017 (So),EC,,국립중앙박물관 1994:226~228.,
771,OR754,SNU08-363,,성남 사송동,,,Sasongdong,,3,"정확한위치 추적불가, 지석묘군 위치 사용",37.42179,127.111894,HK,,,,,,,24-1지점 10호 주거지,,,,-14.44,,4140,50,Apr_2017 (So),,,"고려문화재연구원 2009:904~908, 955",
772,OR755,NZA27371,,성남 사송동,,,Sasongdong,,3,"정확한위치 추적불가, 지석묘군 위치 사용",37.42179,127.111894,HK,,,,,,,21-2지점 문화층,,,,-26.2,,4980,30,Apr_2017 (So),,,"고려문화재연구원 2009:904~908, 956",
773,OR756,NZA27372,,성남 사송동,,,Sasongdong,,3,"정확한위치 추적불가, 지석묘군 위치 사용",37.42179,127.111894,HK,,,,,,,21-2지점 문화층,,,,-26.1,,4960,30,Apr_2017 (So),,,"고려문화재연구원 2009:904~908, 957",
774,OR757,NZA27373,,성남 사송동,,,Sasongdong,,3,"정확한위치 추적불가, 지석묘군 위치 사용",37.42179,127.111894,HK,,,,,,,21-2지점 문화층,,,,-25.6,,4947,30,Apr_2017 (So),,,"고려문화재연구원 2009:904~908, 958",
775,OR758,NZA27395,,성남 사송동,,,Sasongdong,,3,"정확한위치 추적불가, 지석묘군 위치 사용",37.42179,127.111894,HK,,,,,,,21-2지점 문화층,,,,-27,,4885,30,Apr_2017 (So),,,"고려문화재연구원 2009:904~908, 959",
776,OR759,SNU07-465,,농서리,,,Nongseori,,1,,37.22051,127.084266,HK,,,,,,,2호 주거지,,,,-25.76,,4270,60,Apr_2017 (So),,,"고려문화재연구원 2009:904~908, 960",
777,OR760,SNU07-461,,농서리,,,Nongseori,,1,,37.22051,127.084266,HK,,,,,,,5호 주거지,,,,-28.98,,4390,60,Apr_2017 (So),,,기호문화재연구원 2009:216~227.,
778,OR761,SNU08-481,,당동리,,,Dangdongri,,3,당동리내 산업단지 위치임의사용,37.8653,126.779726,HK,,,,,,,7-2야외노지,,,,-23.68,,3960,50,Apr_2017 (So),,,경기문화재연구원 2009:271~276.,
779,OR762,SNU08-482,,당동리,,,Dangdongri,,3,당동리내 산업단지 위치임의사용,37.8653,126.779726,HK,,,,,,,7-3야외노지,,,,-25.1,,3730,50,Apr_2017 (So),,,경기문화재연구원 2009:271~276.,
780,OR763,OWd110109,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,1-1호 주거지,,,,,,4040,50,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
781,OR764,OWd110110,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,1-2호 주거지,,,,,,4000,50,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
782,OR765,OWd110002,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,2호주거지 노지①,,,,,,3940,50,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
783,OR766,OWd110111,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,2호주거지 노지②,,,,,,3640,40,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
784,OR767,OWd110112,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,3호 주거지,,,,,,4080,50,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
785,OR768,OWd110115,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,2호 집석유구,,,,,,4050,50,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
786,OR769,OWd110117,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,1호 야외노지①,,,,,,3970,50,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
787,OR770,OWd110118,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,1호 야외노지②,,,,,,4080,50,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
788,OR771,OWd110119,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,1호 야외노지③,,,,,,4060,50,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
789,OR772,OWd110120,,남양주 덕송리,1-1지점,,Duksongri,,3,남양주 덕송리 하천부근 임의좌표 사용,37.6689,127.115031,HK,,,,,,,2호 야외노지,,,,,,3950,50,Apr_2017 (So),,,한백문화재연구원 2012(Ⅳ) : 345~358,
